Season Number,Startup Name,Season Start,Season End,Episode Number,Episode Title,Anchor,Pitch Number,Industry,Business Description,Company Website,Number of Presenters,Male Presenters,Female Presenters,Transgender Presenters,Couple Presenters,Pitchers Average Age,Started in,Pitchers City,Pitchers State,Yearly Revenue,Monthly Sales,Gross Margin,Net Margin,Original Ask Amount,Original Offered Equity,Valuation Requested,Received Offer,Accepted Offer,Total Deal Amount,Total Deal Equity,Total Deal Debt,Debt Interest,Deal Valuation,Number of sharks in deal,Deal has conditions,Has Patents,Ashneer Investment Amount,Ashneer Investment Equity,Ashneer Debt Amount,Namita Investment Amount,Namita Investment Equity,Namita Debt Amount,Anupam Investment Amount,Anupam Investment Equity,Anupam Debt Amount,Vineeta Investment Amount,Vineeta Investment Equity,Vineeta Debt Amount,Aman Investment Amount,Aman Investment Equity,Aman Debt Amount,Peyush Investment Amount,Peyush Investment Equity,Peyush Debt Amount,Ghazal Investment Amount,Ghazal Investment Equity,Ghazal Debt Amount,Amit Investment Amount,Amit Investment Equity,Amit Debt Amount,Guest Investment Amount,Guest Investment Equity,Guest Debt Amount,Guest Name,Ashneer Present,Namita Present,Anupam Present,Vineeta Present,Aman Present,Peyush Present,Ghazal Present,Amit Present,Guest Present
2,HealthyMaster,02-Jan-23,10-Mar-23,44,Entrepreneurship Ka Junoon,Rahul Dua,293,Food,"Online Dry Fruits, Snacks, Berries, Chips",https://healthymaster.in/,3,1,2,,1,Middle,2019,Bangalore,Karnataka,-1,20,45,,50,2,2500,1,1,50,6.5,,,769.2307692,1,,,,,,,,,,,,50,6.5,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,Kitsons,02-Jan-23,10-Mar-23,44,Entrepreneurship Ka Junoon,Rahul Dua,294,Furnishing/Household,"Stationery, Art & Craft, Books & Toy Retail Space",https://kitsons.in/,3,3,,,0,Middle,2010,Hyderabad,Telangana,,,,,1000,10,10000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,LondonBubble,02-Jan-23,10-Mar-23,44,Entrepreneurship Ka Junoon,Rahul Dua,295,Food,Waffle Chips Online,https://londonbubbleco.com/,2,2,,,0,Middle,,Mumbai,Maharashtra,,,,,75,5,1500,1,1,75,15,,,500,1,,,,,,75,15,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,WaggyZone,02-Jan-23,10-Mar-23,44,Entrepreneurship Ka Junoon,Rahul Dua,296,Animal/Pets,"Ice Cream Treat for Dogs, Puppies and Cats",https://waggyzone.com/,1,,1,,0,Middle,,Mumbai,Maharashtra,0,1,60,,50,5,1000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,NutriCook,02-Jan-23,10-Mar-23,45,True Meaning Of Entrepreneurship,Rahul Dua,297,Food,"Smart Pots, Air Fryers, Air Fryer Oven",https://www.nutricookindia.com/,2,1,1,,0,Middle,,"Bangalore,Punganur","Karnataka,Andhra Pradesh",13,,,,100,2,5000,1,1,50,10,50,12,500,1,,,,,,,,,,,,50,10,50,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,Subhag,02-Jan-23,10-Mar-23,45,True Meaning Of Entrepreneurship,Rahul Dua,298,Medical/Health,Health-tech IUI Treatment Procedure for Infertility,https://subhag.in/,3,3,,,0,Middle,,"Jhumri Telaiya,Raipur","Jharkhand,Chhattisgarh",,0,,,50,1,5000,1,1,20,1,30,10,2000,1,,1,,,,20,1,30,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,SinghStyled,02-Jan-23,10-Mar-23,45,True Meaning Of Entrepreneurship,Rahul Dua,299,Beauty/Fashion,Sikh Gentleman to maintain their Guru-gifted identity,https://www.singhstyled.com/,2,2,,,0,Middle,2019,Mumbai,Maharashtra,,7.5,,,50,5,1000,1,1,50,10,,,500,1,yes,,,,,,,,,,,,,,,,,50,10,,,,,,,,,,,,,1,1,1,1,1,,,
2,ZSportsTech,02-Jan-23,10-Mar-23,46,Different Colours Of Entrepreneurship,Rahul Dua,300,Sports,Cricket Sport Shop,https://www.zsportstech.com/,2,2,,,0,Middle,,Mumbai,Maharashtra,31,,,,60,2,3000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,ThePlatedProject,02-Jan-23,10-Mar-23,46,Different Colours Of Entrepreneurship,Rahul Dua,301,Services,Decor Plates & Dinnerware,https://www.theplatedproject.com/,1,1,,,0,Middle,,Mumbai,Maharashtra,,,,,75,2,3750,1,1,75,3.75,,,2000,3,,,,,,25,1.25,,,,,25,1.25,,25,1.25,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,VsnapU,02-Jan-23,10-Mar-23,46,Different Colours Of Entrepreneurship,Rahul Dua,302,Services,Professional Photography service,https://www.vsnapu.com/,4,4,,,0,Middle,2017,Goa,Goa,,15,,,50,1.5,3333.333333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,TheHealthyFactory,02-Jan-23,10-Mar-23,46,Different Colours Of Entrepreneurship,Rahul Dua,303,Food,Protein bread,https://www.thehealthfactory.in/,2,2,,,0,Young,2018,Mumbai,Maharashtra,-1,,56,,75,2.1,3571.428571,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,Brevistay,02-Jan-23,10-Mar-23,47,Tunnel Se Tank Tak Ka Safar,Rahul Dua,304,Services,Booking hotels for hours,https://www.brevistay.com/,5,5,,,0,Young,2016,"Dehradun,Nainital,Lucknow","Uttarakhand,Uttar Pradesh",,42,,,100,1.66,6024.096386,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,1,
2,SoulUp,02-Jan-23,10-Mar-23,47,Tunnel Se Tank Tak Ka Safar,Rahul Dua,305,Services,Real Conversations Real People,https://www.soulup.in/,2,,2,,0,Middle,,Bangalore,Karnataka,,,,,50,3,1666.666667,1,1,50,5,,,1000,1,,,,,,50,5,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,1,
2,TheBigBookBox ChapterOneBooks,02-Jan-23,10-Mar-23,47,Tunnel Se Tank Tak Ka Safar,Rahul Dua,306,Furnishing/Household,New paperback and hardcover books,https://www.thebigbookbox.com/,2,1,1,,0,Middle,,Gopalganj,Bihar,140,,,,50,8,625,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,1,
2,Rubans,02-Jan-23,10-Mar-23,48,"Pitchers, Investments And Businesses",Rahul Dua,307,Beauty/Fashion,Artificial Jewellery Set Online,https://www.rubans.in/,2,1,1,,1,Middle,2014,Bangalore,Karnataka,5100,,,,150,0.5,30000,1,1,100,1,50,12,10000,3,,,,,,33.33,0.333,16.66,,,,33.33,0.333,16.66,33.33,0.333,16.66,,,,,,,,,,,,,,,1,1,1,1,1,,1,
2,SameNotification,02-Jan-23,10-Mar-23,48,"Pitchers, Investments And Businesses",Rahul Dua,308,Technology/Software,parental monitoring app,,1,1,,,0,Middle,,"Ahmedabad,Mirzapur","Gujarat,Uttar Pradesh",,,,,25,15,166.6666667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,1,
2,BottomLineSprays,02-Jan-23,10-Mar-23,48,"Pitchers, Investments And Businesses",Rahul Dua,309,Furnishing/Household,portable jet spray,https://bottomlinesprays.com/,2,1,1,,1,Middle,,Ahmedabad,Gujarat,,2,,,35,5,700,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,1,
2,LilGoodness,02-Jan-23,10-Mar-23,48,"Pitchers, Investments And Businesses",Rahul Dua,310,Food,Healthy Snacks,https://lilgoodness.com/,2,2,,,0,Middle,2020,Bangalore,Karnataka,-1,145,65,,100,1,10000,1,1,50,1,50,10,5000,1,,,,,,,,,,,,,,,,,,50,1,50,,,,,,,,,,,,1,1,1,1,1,,1,
2,ForeverModest,02-Jan-23,10-Mar-23,49,Businesses Adding Value To Society,Rahul Dua,311,Beauty/Fashion,premium Muslim women's clothing,https://forevermodest.shop/,1,,1,,0,Young,2021,Aurangabad,Maharashtra,,4.2,,,20,10,200,1,1,20,20,,,100,4,,,,,,5,5,,5,5,,5,5,,,,,,,,,,,5,5,,,,,,,1,1,1,1,1,,1,
2,Sahayatha,02-Jan-23,10-Mar-23,49,Businesses Adding Value To Society,Rahul Dua,312,Medical/Health,smart wheelchair with an assistive cleansing device,https://dhanvantribiomedical.com/,1,,1,,0,Young,2022,Coimbatore,Tamil Nadu,,,,,100,10,1000,1,1,100,10,,,1000,5,,1,,,,20,2,,20,2,,,,,20,2,,20,2,,,,,20,2,,,,,,,1,1,1,1,1,,1,
2,WickedGud,02-Jan-23,10-Mar-23,49,Businesses Adding Value To Society,Rahul Dua,313,Food,High Protein & Fiber Gluten Free Vegan food,https://wickedgud.com/,3,3,,,0,Middle,2021,Mumbai,Maharashtra,-1,,,,50,1,5000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,1,
2,maisha,02-Jan-23,10-Mar-23,49,Businesses Adding Value To Society,Rahul Dua,314,Beauty/Fashion,Handmade Cotton & Jacquard Bags,https://maishalifestyle.com/,3,2,1,,0,Middle,2018,Ahmedabad,Gujarat,,,,,75,3,2500,1,1,10,1,65,18,1000,1,,,,,,,,,,,,,,,,,,,,,,,,10,1,65,,,,,,1,1,1,1,1,,1,
2,NishHair,02-Jan-23,10-Mar-23,50,Season Finale With The Sharks,Rahul Dua,315,Beauty/Fashion,100% Human Hair Extensions,https://nishhair.com/,1,,1,,0,Middle,2017,Mumbai,Maharashtra,670,80,,30,100,2,5000,1,1,100,2,,,5000,1,,,,,,,,,,,,,,,,,,,,,,,,100,2,,,,,,,1,1,1,1,1,,1,
2,MYBYK,02-Jan-23,10-Mar-23,50,Season Finale With The Sharks,Rahul Dua,316,Vehicles/Electrical Vehicles,IoT-enabled bikes,https://mybyk.in/,1,1,,,0,Middle,,Ahmedabad,Gujarat,-1,,,,200,1,20000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,1,
2,GODESi,02-Jan-23,10-Mar-23,51,Gateway To Shark Tank India,Rahul Dua,317,Food,Handmade lollipops,https://godesi.in/,2,1,1,,0,Middle,,Bangalore,Karnataka,-1,270,,,90,0.5,18000,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,1,1
2,TAC,02-Jan-23,10-Mar-23,51,Gateway To Shark Tank India,Rahul Dua,318,Beauty/Fashion,"ayurveda co for glowing skin, makeup & open pores",https://theayurvedaco.com/,2,1,1,,1,Middle,,Mumbai,Maharashtra,-1,,,,150,0.5,30000,1,1,81,1,69,12,8100,2,,,,,,,,,,,,,,,40.5,0.5,34.5,,,,,,,,,,40.5,0.5,34.5,Vikas,,1,,1,1,,,1,1
2,Naara-Aaba,02-Jan-23,10-Mar-23,51,Gateway To Shark Tank India,Rahul Dua,319,Liquor/Beverages,pears and plum wine,https://www.naaraaaba.com/,2,1,1,,1,Middle,2017,Ziro,Arunachal Pradesh,,,50,18,75,2.5,3000,1,1,50,5,25,10,1000,2,,,,,,,,,,,,25,2.5,12.5,,,,,,,,,,,,,25,2.5,12.5,Vikas,,1,,1,1,,,1,1
2,StyloBug,02-Jan-23,10-Mar-23,51,Gateway To Shark Tank India,Rahul Dua,320,Beauty/Fashion,Girls Dresses Online,https://stylobug.com/,2,1,1,,,Middle,,Delhi,Delhi,1400,46,,18,80,2,4000,1,1,80,10,,,800,1,,,,,,,,,,,,,,,,,,,,,,,,80,10,,,,,,,1,,1,1,,,1,1
2,ZenOnco,02-Jan-23,10-Mar-23,0,Unseen,Rahul Dua,321,Medical/Health,saving lives from cancer,https://zenonco.io/,2,1,1,,0,Middle,,Jodhpur,Rajasthan,-1,21,,,100,1,10000,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,1,1
